,artist_genre,artist_name,time_range,track_id,track_name
212,turntablism,C2C,medium_term,4YG11F0CV02cJEFUH7NUBn,F.U.Y.A.
213,conscious hip hop,Logic,medium_term,17N5FdRwJuv3UXQ7MHnbhF,Ballin
214,dmv rap,Logic,medium_term,17N5FdRwJuv3UXQ7MHnbhF,Ballin
215,hip hop,Logic,medium_term,17N5FdRwJuv3UXQ7MHnbhF,Ballin
216,pop rap,Logic,medium_term,17N5FdRwJuv3UXQ7MHnbhF,Ballin
217,rap,Logic,medium_term,17N5FdRwJuv3UXQ7MHnbhF,Ballin
218,escape room,Anderson .Paak,medium_term,2lRe5wBRm4xaSKTbDn2vLD,Trippy (feat. J. Cole)
219,turntablism,C2C,medium_term,3XOEuZcwfW4l7fttcB7zB6,Because Of You
220,turntablism,C2C,medium_term,4nACgpjyb4XoabqODcszuE,Genius
221,detroit hip hop,Eminem,medium_term,2XTquzYQAdT1Hk78bOUwsv,Greatest
222,g funk,Eminem,medium_term,2XTquzYQAdT1Hk78bOUwsv,Greatest
223,hip hop,Eminem,medium_term,2XTquzYQAdT1Hk78bOUwsv,Greatest
224,rap,Eminem,medium_term,2XTquzYQAdT1Hk78bOUwsv,Greatest
225,hip hop,NF,medium_term,2OKo7g3KfmCt3kyLvUAL0g,The Search
226,pop rap,NF,medium_term,2OKo7g3KfmCt3kyLvUAL0g,The Search
227,rap,NF,medium_term,2OKo7g3KfmCt3kyLvUAL0g,The Search
228,conscious hip hop,Kendrick Lamar,medium_term,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.
229,hip hop,Kendrick Lamar,medium_term,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.
230,rap,Kendrick Lamar,medium_term,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.
231,west coast rap,Kendrick Lamar,medium_term,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.
232,classical,Wolfgang Amadeus Mozart,medium_term,2vYZz7GEja1hXM7w6S4Y5I,"Piano Sonata No. 8 in A Minor, K. 310: I. Allegro maestoso"
233,classical era,Wolfgang Amadeus Mozart,medium_term,2vYZz7GEja1hXM7w6S4Y5I,"Piano Sonata No. 8 in A Minor, K. 310: I. Allegro maestoso"
234,alternative r&b,Snoh Aalegra,medium_term,2TRnVXGSK4aBtfEOaB460m,Fool For You
235,indie r&b,Snoh Aalegra,medium_term,2TRnVXGSK4aBtfEOaB460m,Fool For You
236,indie soul,Snoh Aalegra,medium_term,2TRnVXGSK4aBtfEOaB460m,Fool For You
237,scandinavian r&b,Snoh Aalegra,medium_term,2TRnVXGSK4aBtfEOaB460m,Fool For You
238,swedish soul,Snoh Aalegra,medium_term,2TRnVXGSK4aBtfEOaB460m,Fool For You
239,japanese jazz,fox capture plan,medium_term,1NMYxZgo5IQgFgOcZdwZ9E,夜間航路
240,japanese math rock,fox capture plan,medium_term,1NMYxZgo5IQgFgOcZdwZ9E,夜間航路
241,japanese post-rock,fox capture plan,medium_term,1NMYxZgo5IQgFgOcZdwZ9E,夜間航路
242,alternative r&b,Mac Ayres,medium_term,58dSdjfEYNSxte1aNVxuNf,Easy
243,indie r&b,Mac Ayres,medium_term,58dSdjfEYNSxte1aNVxuNf,Easy
244,indie soul,Mac Ayres,medium_term,58dSdjfEYNSxte1aNVxuNf,Easy
245,turntablism,C2C,medium_term,0CTc19yGofNg8y8UxBJ2PI,The Cell
246,atl hip hop,Offset,medium_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin)
247,hip hop,Offset,medium_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin)
248,pop rap,Offset,medium_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin)
249,rap,Offset,medium_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin)
250,southern hip hop,Offset,medium_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin)
251,trap,Offset,medium_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin)
252,atl hip hop,Future,medium_term,0VgkVdmE4gld66l8iyGjgx,Mask Off
253,hip hop,Future,medium_term,0VgkVdmE4gld66l8iyGjgx,Mask Off
254,pop rap,Future,medium_term,0VgkVdmE4gld66l8iyGjgx,Mask Off
255,rap,Future,medium_term,0VgkVdmE4gld66l8iyGjgx,Mask Off
256,southern hip hop,Future,medium_term,0VgkVdmE4gld66l8iyGjgx,Mask Off
257,trap,Future,medium_term,0VgkVdmE4gld66l8iyGjgx,Mask Off
258,escape room,Anderson .Paak,medium_term,6RpunyUP44SDweJPDScLSF,Come Home (feat. André 3000)
259,turntablism,C2C,medium_term,5KTZsi6HKh2laUVsgaU3ag,The Beat
260,late romantic era,Pablo de Sarasate,medium_term,5aq7wRwq9IDDqAa56x7Yws,"Zigeunerweisen, Op. 20: Lento"
261,violin,Pablo de Sarasate,medium_term,5aq7wRwq9IDDqAa56x7Yws,"Zigeunerweisen, Op. 20: Lento"
262,hip hop,Jaden,medium_term,22nyEAEM29tcBRhukR089b,Icon
263,pop rap,Jaden,medium_term,22nyEAEM29tcBRhukR089b,Icon
264,rap,Jaden,medium_term,22nyEAEM29tcBRhukR089b,Icon
265,chicago rap,Kanye West,medium_term,4qikXelSRKvoCqFcHLB2H2,Mercy
266,rap,Kanye West,medium_term,4qikXelSRKvoCqFcHLB2H2,Mercy
267,neo mellow,John Mayer,medium_term,6Vecwo7AHst9V2CE3kmwr0,No Such Thing
268,pop,John Mayer,medium_term,6Vecwo7AHst9V2CE3kmwr0,No Such Thing
269,pop rock,John Mayer,medium_term,6Vecwo7AHst9V2CE3kmwr0,No Such Thing
270,singer-songwriter,John Mayer,medium_term,6Vecwo7AHst9V2CE3kmwr0,No Such Thing
271,contemporary jazz,Hiromi,medium_term,1NpTkYFGPrYb9FRNGjLVyJ,Blackbird
272,contemporary post-bop,Hiromi,medium_term,1NpTkYFGPrYb9FRNGjLVyJ,Blackbird
273,japanese jazz,Hiromi,medium_term,1NpTkYFGPrYb9FRNGjLVyJ,Blackbird
274,jazz funk,Hiromi,medium_term,1NpTkYFGPrYb9FRNGjLVyJ,Blackbird
275,jazz fusion,Hiromi,medium_term,1NpTkYFGPrYb9FRNGjLVyJ,Blackbird
276,indie r&b,Bruno Major,medium_term,2k9N4caeCIJLOWwWwssrEM,Easily
277,pop,Bruno Major,medium_term,2k9N4caeCIJLOWwWwssrEM,Easily
278,atl hip hop,Offset,long_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin)
279,hip hop,Offset,long_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin)
280,pop rap,Offset,long_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin)
281,rap,Offset,long_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin)
282,southern hip hop,Offset,long_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin)
283,trap,Offset,long_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin)
284,gangster rap,The Game,long_term,2tbvAGoLMQgjvfgW7naBiE,El Chapo
285,hip hop,The Game,long_term,2tbvAGoLMQgjvfgW7naBiE,El Chapo
286,pop rap,The Game,long_term,2tbvAGoLMQgjvfgW7naBiE,El Chapo
287,rap,The Game,long_term,2tbvAGoLMQgjvfgW7naBiE,El Chapo
288,southern hip hop,The Game,long_term,2tbvAGoLMQgjvfgW7naBiE,El Chapo
289,trap,The Game,long_term,2tbvAGoLMQgjvfgW7naBiE,El Chapo
290,turntablism,C2C,long_term,1SayqEg8HKK2IeIEWjdYxY,Down The Road
291,detroit hip hop,Eminem,long_term,2XTquzYQAdT1Hk78bOUwsv,Greatest
292,g funk,Eminem,long_term,2XTquzYQAdT1Hk78bOUwsv,Greatest
293,hip hop,Eminem,long_term,2XTquzYQAdT1Hk78bOUwsv,Greatest
294,rap,Eminem,long_term,2XTquzYQAdT1Hk78bOUwsv,Greatest
295,cali rap,Problem,long_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self
296,gangster rap,Problem,long_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self
297,hyphy,Problem,long_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self
298,rap,Problem,long_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self
299,southern hip hop,Problem,long_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self
300,trap,Problem,long_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self
301,west coast trap,Problem,long_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self
302,k-hop,Zion.T,long_term,6yEfq48XkEzCg0TwY6Hhkb,No Make Up
303,k-indie,Zion.T,long_term,6yEfq48XkEzCg0TwY6Hhkb,No Make Up
304,k-pop,Zion.T,long_term,6yEfq48XkEzCg0TwY6Hhkb,No Make Up
305,korean pop,Zion.T,long_term,6yEfq48XkEzCg0TwY6Hhkb,No Make Up
306,korean r&b,Zion.T,long_term,6yEfq48XkEzCg0TwY6Hhkb,No Make Up
307,k-hop,Primary,long_term,4gG5sukldSPM3sX0OTpTeT,"Love (feat. Bumkey, Paloalto)"
308,k-indie,Primary,long_term,4gG5sukldSPM3sX0OTpTeT,"Love (feat. Bumkey, Paloalto)"
309,k-pop,Primary,long_term,4gG5sukldSPM3sX0OTpTeT,"Love (feat. Bumkey, Paloalto)"
310,korean pop,Primary,long_term,4gG5sukldSPM3sX0OTpTeT,"Love (feat. Bumkey, Paloalto)"
311,j-pop,ONE OK ROCK,long_term,1XT0cpl9g0GuRQJao2nqXd,Kanzen kankaku Dreamer
312,j-rock,ONE OK ROCK,long_term,1XT0cpl9g0GuRQJao2nqXd,Kanzen kankaku Dreamer
313,visual kei,ONE OK ROCK,long_term,1XT0cpl9g0GuRQJao2nqXd,Kanzen kankaku Dreamer
314,k-indie,Jungkey,long_term,3aNsBkmdh6MO8UkLd42BUA,I Don't Want
315,korean pop,Jungkey,long_term,3aNsBkmdh6MO8UkLd42BUA,I Don't Want
316,hip hop,G-Eazy,long_term,2DQ1ITjI0YoLFzuADN1ZBW,No Limit
317,indie pop rap,G-Eazy,long_term,2DQ1ITjI0YoLFzuADN1ZBW,No Limit
318,pop rap,G-Eazy,long_term,2DQ1ITjI0YoLFzuADN1ZBW,No Limit
319,rap,G-Eazy,long_term,2DQ1ITjI0YoLFzuADN1ZBW,No Limit
320,j-pop,KANA-BOON,long_term,1dsh4buvcBs2u7YtHy29c7,ないものねだり
321,j-rock,KANA-BOON,long_term,1dsh4buvcBs2u7YtHy29c7,ないものねだり
322,k-hop,Giriboy,long_term,1VrpAZL277l0gnTBhSd3TH,Sooljalee
323,k-indie,Giriboy,long_term,1VrpAZL277l0gnTBhSd3TH,Sooljalee
324,korean r&b,Giriboy,long_term,1VrpAZL277l0gnTBhSd3TH,Sooljalee
325,j-pop,ONE OK ROCK,long_term,08d7Ulc4Lra4rOa9oQtFML,Mikansei koukyoukyoku
326,j-rock,ONE OK ROCK,long_term,08d7Ulc4Lra4rOa9oQtFML,Mikansei koukyoukyoku
327,visual kei,ONE OK ROCK,long_term,08d7Ulc4Lra4rOa9oQtFML,Mikansei koukyoukyoku
328,conscious hip hop,J. Cole,long_term,62vpWI1CHwFy7tMIcSStl8,No Role Modelz
329,hip hop,J. Cole,long_term,62vpWI1CHwFy7tMIcSStl8,No Role Modelz
330,nc hip hop,J. Cole,long_term,62vpWI1CHwFy7tMIcSStl8,No Role Modelz
331,pop rap,J. Cole,long_term,62vpWI1CHwFy7tMIcSStl8,No Role Modelz
332,rap,J. Cole,long_term,62vpWI1CHwFy7tMIcSStl8,No Role Modelz
333,dance pop,David Guetta,long_term,6eIacmhkE82vZlMDnGS7aP,Bad (feat. Vassy) - Radio Edit
334,edm,David Guetta,long_term,6eIacmhkE82vZlMDnGS7aP,Bad (feat. Vassy) - Radio Edit
335,pop,David Guetta,long_term,6eIacmhkE82vZlMDnGS7aP,Bad (feat. Vassy) - Radio Edit
336,pop,Bruno Mars,long_term,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like
337,c-pop,Jay Chou,long_term,04x6DpeFQ72efXsD0DmWPQ,明明就
338,mandopop,Jay Chou,long_term,04x6DpeFQ72efXsD0DmWPQ,明明就
339,taiwan pop,Jay Chou,long_term,04x6DpeFQ72efXsD0DmWPQ,明明就
340,cali rap,Problem,long_term,5jCsMKfXS6NEJTIC4eCyu3,Betta Watch Yo Self
341,gangster rap,Problem,long_term,5jCsMKfXS6NEJTIC4eCyu3,Betta Watch Yo Self
342,hyphy,Problem,long_term,5jCsMKfXS6NEJTIC4eCyu3,Betta Watch Yo Self
343,rap,Problem,long_term,5jCsMKfXS6NEJTIC4eCyu3,Betta Watch Yo Self
344,southern hip hop,Problem,long_term,5jCsMKfXS6NEJTIC4eCyu3,Betta Watch Yo Self
345,trap,Problem,long_term,5jCsMKfXS6NEJTIC4eCyu3,Betta Watch Yo Self
346,west coast trap,Problem,long_term,5jCsMKfXS6NEJTIC4eCyu3,Betta Watch Yo Self
347,conscious hip hop,Kendrick Lamar,long_term,3qX1dqmDdmMvvfMVfsx4Bh,m.A.A.d city
348,hip hop,Kendrick Lamar,long_term,3qX1dqmDdmMvvfMVfsx4Bh,m.A.A.d city
349,rap,Kendrick Lamar,long_term,3qX1dqmDdmMvvfMVfsx4Bh,m.A.A.d city
350,west coast rap,Kendrick Lamar,long_term,3qX1dqmDdmMvvfMVfsx4Bh,m.A.A.d city
351,k-hop,Zion.T,long_term,6ToAD7ajJidQTDn72OncDG,꺼내 먹어요 (Eat)
352,k-indie,Zion.T,long_term,6ToAD7ajJidQTDn72OncDG,꺼내 먹어요 (Eat)
353,k-pop,Zion.T,long_term,6ToAD7ajJidQTDn72OncDG,꺼내 먹어요 (Eat)
354,korean pop,Zion.T,long_term,6ToAD7ajJidQTDn72OncDG,꺼내 먹어요 (Eat)
355,korean r&b,Zion.T,long_term,6ToAD7ajJidQTDn72OncDG,꺼내 먹어요 (Eat)
356,conscious hip hop,Kendrick Lamar,long_term,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.
357,hip hop,Kendrick Lamar,long_term,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.
358,rap,Kendrick Lamar,long_term,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.
359,west coast rap,Kendrick Lamar,long_term,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.
360,classical,Jean Sibelius,long_term,1amhCqDxkHGhQMv1Ss9OJs,"Sibelius: Violin Concerto in D Minor, Op. 47: I. Allegro moderato"
361,early modern classical,Jean Sibelius,long_term,1amhCqDxkHGhQMv1Ss9OJs,"Sibelius: Violin Concerto in D Minor, Op. 47: I. Allegro moderato"
362,finnish classical,Jean Sibelius,long_term,1amhCqDxkHGhQMv1Ss9OJs,"Sibelius: Violin Concerto in D Minor, Op. 47: I. Allegro moderato"
363,post-romantic era,Jean Sibelius,long_term,1amhCqDxkHGhQMv1Ss9OJs,"Sibelius: Violin Concerto in D Minor, Op. 47: I. Allegro moderato"
364,g funk,Dr. Dre,long_term,0Zh5U48tZNeAzzLTV1CVBE,Forgot About Dre
365,gangster rap,Dr. Dre,long_term,0Zh5U48tZNeAzzLTV1CVBE,Forgot About Dre
366,hip hop,Dr. Dre,long_term,0Zh5U48tZNeAzzLTV1CVBE,Forgot About Dre
367,rap,Dr. Dre,long_term,0Zh5U48tZNeAzzLTV1CVBE,Forgot About Dre
368,west coast rap,Dr. Dre,long_term,0Zh5U48tZNeAzzLTV1CVBE,Forgot About Dre
369,k-hop,Primary,long_term,1PDfg5XSNpgC7Od0iMozfE,"? (물음표) (feat. 최자 of 다이나믹듀오, Zion.T)"
370,k-indie,Primary,long_term,1PDfg5XSNpgC7Od0iMozfE,"? (물음표) (feat. 최자 of 다이나믹듀오, Zion.T)"
371,k-pop,Primary,long_term,1PDfg5XSNpgC7Od0iMozfE,"? (물음표) (feat. 최자 of 다이나믹듀오, Zion.T)"
372,korean pop,Primary,long_term,1PDfg5XSNpgC7Od0iMozfE,"? (물음표) (feat. 최자 of 다이나믹듀오, Zion.T)"
373,classical,Felix Mendelssohn,long_term,1XlvyqVNz36t1CyWF3HQIM,"Capriccio brillant in B Minor, Op. 22"
374,early romantic era,Felix Mendelssohn,long_term,1XlvyqVNz36t1CyWF3HQIM,"Capriccio brillant in B Minor, Op. 22"
375,detroit hip hop,Eminem,long_term,60SdxE8apGAxMiRrpbmLY0,Lucky You (feat. Joyner Lucas)
376,g funk,Eminem,long_term,60SdxE8apGAxMiRrpbmLY0,Lucky You (feat. Joyner Lucas)
377,hip hop,Eminem,long_term,60SdxE8apGAxMiRrpbmLY0,Lucky You (feat. Joyner Lucas)
378,rap,Eminem,long_term,60SdxE8apGAxMiRrpbmLY0,Lucky You (feat. Joyner Lucas)
379,c-pop,Jay Chou,long_term,0nt1LAZjaTjrf30S8hdRDU,聽見下雨的聲音
380,mandopop,Jay Chou,long_term,0nt1LAZjaTjrf30S8hdRDU,聽見下雨的聲音
381,taiwan pop,Jay Chou,long_term,0nt1LAZjaTjrf30S8hdRDU,聽見下雨的聲音
382,k-hop,Zion.T,long_term,61yCHvf0FoBtnnDwqOtbHp,Babay (feat. Gaeko)
383,k-indie,Zion.T,long_term,61yCHvf0FoBtnnDwqOtbHp,Babay (feat. Gaeko)
384,k-pop,Zion.T,long_term,61yCHvf0FoBtnnDwqOtbHp,Babay (feat. Gaeko)
385,korean pop,Zion.T,long_term,61yCHvf0FoBtnnDwqOtbHp,Babay (feat. Gaeko)
386,korean r&b,Zion.T,long_term,61yCHvf0FoBtnnDwqOtbHp,Babay (feat. Gaeko)
387,classical,Henryk Wieniawski,long_term,0yQMA3UgzGgmL7Py3lPFCx,"Scherzo-tarantelle in G Minor, Op.16 - 1987 Remastered Version"
388,late romantic era,Henryk Wieniawski,long_term,0yQMA3UgzGgmL7Py3lPFCx,"Scherzo-tarantelle in G Minor, Op.16 - 1987 Remastered Version"
389,polish classical,Henryk Wieniawski,long_term,0yQMA3UgzGgmL7Py3lPFCx,"Scherzo-tarantelle in G Minor, Op.16 - 1987 Remastered Version"
390,k-indie,Baek A Yeon,long_term,6ezuIWphgAyuOc2aK7xMHT,Sad Song (느린노래)
391,k-pop,Baek A Yeon,long_term,6ezuIWphgAyuOc2aK7xMHT,Sad Song (느린노래)
392,korean pop,Baek A Yeon,long_term,6ezuIWphgAyuOc2aK7xMHT,Sad Song (느린노래)
393,boston hip hop,Joyner Lucas,long_term,30z4LVkScpeNhwHFIB8Ewa,I Love
394,hip hop,Joyner Lucas,long_term,30z4LVkScpeNhwHFIB8Ewa,I Love
395,pop rap,Joyner Lucas,long_term,30z4LVkScpeNhwHFIB8Ewa,I Love
396,rap,Joyner Lucas,long_term,30z4LVkScpeNhwHFIB8Ewa,I Love
397,k-pop,BTS,long_term,2ySKRXKN58cbIlY1cxd80y,I NEED U
398,k-pop boy group,BTS,long_term,2ySKRXKN58cbIlY1cxd80y,I NEED U
399,classical,Niccolò Paganini,long_term,0LUMNOIykU5SgNwzZIlah4,"Paganini: Violin Concerto No. 1 in D Major, Op. 6: I. Allegro maestoso"
400,early romantic era,Niccolò Paganini,long_term,0LUMNOIykU5SgNwzZIlah4,"Paganini: Violin Concerto No. 1 in D Major, Op. 6: I. Allegro maestoso"
401,classical,Ludwig van Beethoven,long_term,4d1182NzgXOv7igDm9WyM8,"Triple Concerto in C Major, Op. 56: I. Allegro"
402,classical era,Ludwig van Beethoven,long_term,4d1182NzgXOv7igDm9WyM8,"Triple Concerto in C Major, Op. 56: I. Allegro"
403,early romantic era,Ludwig van Beethoven,long_term,4d1182NzgXOv7igDm9WyM8,"Triple Concerto in C Major, Op. 56: I. Allegro"
404,c-pop,Leslie Cheung,long_term,1jWPUI9NkBpfhW2G9Oi3sX,有誰共鳴
405,cantopop,Leslie Cheung,long_term,1jWPUI9NkBpfhW2G9Oi3sX,有誰共鳴
406,classic cantopop,Leslie Cheung,long_term,1jWPUI9NkBpfhW2G9Oi3sX,有誰共鳴
407,c-pop,Jay Chou,long_term,7vs3JM90lKhp11av83WA5j,算什麼男人
408,mandopop,Jay Chou,long_term,7vs3JM90lKhp11av83WA5j,算什麼男人
409,taiwan pop,Jay Chou,long_term,7vs3JM90lKhp11av83WA5j,算什麼男人
410,indonesian hip hop,Rich Brian,long_term,4bdJHQp90ymjEIkkYhcENB,Dat $tick
411,c-pop,Jay Chou,long_term,1ivCIgrYZyE0BvItL4Z8lk,告白氣球
412,mandopop,Jay Chou,long_term,1ivCIgrYZyE0BvItL4Z8lk,告白氣球
413,taiwan pop,Jay Chou,long_term,1ivCIgrYZyE0BvItL4Z8lk,告白氣球
414,chicago rap,Kanye West,long_term,4qikXelSRKvoCqFcHLB2H2,Mercy
415,rap,Kanye West,long_term,4qikXelSRKvoCqFcHLB2H2,Mercy
416,classical,Felix Mendelssohn,long_term,6vO4D4UBaUDrK3gBFUOUCU,"Piano Concerto No. 2 in D Minor, Op. 40, MWV O11: III. Finale: Presto scherzando"
417,early romantic era,Felix Mendelssohn,long_term,6vO4D4UBaUDrK3gBFUOUCU,"Piano Concerto No. 2 in D Minor, Op. 40, MWV O11: III. Finale: Presto scherzando"
418,chicago rap,Kanye West,long_term,2nBI3iWLhupR7LyAJ5GGkE,Champions
419,rap,Kanye West,long_term,2nBI3iWLhupR7LyAJ5GGkE,Champions
420,atl hip hop,Migos,long_term,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert)
421,pop rap,Migos,long_term,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert)
422,rap,Migos,long_term,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert)
423,trap,Migos,long_term,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert)
424,k-pop,BIGBANG,long_term,4SLZDeEuyeOCHuCQAG8Pf0,BAE BAE
425,k-pop boy group,BIGBANG,long_term,4SLZDeEuyeOCHuCQAG8Pf0,BAE BAE
426,k-hop,Gaeko,long_term,5fOeCKDtNGOPKBoYQoRHRL,"씨스루 (feat. Zion.T, 개코 of 다이나믹듀오)"
427,korean r&b,Gaeko,long_term,5fOeCKDtNGOPKBoYQoRHRL,"씨스루 (feat. Zion.T, 개코 of 다이나믹듀오)"
428,dfw rap,Post Malone,long_term,2BxGUHYALj0a1Dxbj1Yw4Y,Broken Whiskey Glass
429,melodic rap,Post Malone,long_term,2BxGUHYALj0a1Dxbj1Yw4Y,Broken Whiskey Glass
430,rap,Post Malone,long_term,2BxGUHYALj0a1Dxbj1Yw4Y,Broken Whiskey Glass
431,g funk,Dr. Dre,long_term,6ltPEsP4edATzvinHOzvk2,Still D.R.E.
432,gangster rap,Dr. Dre,long_term,6ltPEsP4edATzvinHOzvk2,Still D.R.E.
433,hip hop,Dr. Dre,long_term,6ltPEsP4edATzvinHOzvk2,Still D.R.E.
434,rap,Dr. Dre,long_term,6ltPEsP4edATzvinHOzvk2,Still D.R.E.
435,west coast rap,Dr. Dre,long_term,6ltPEsP4edATzvinHOzvk2,Still D.R.E.
436,k-hop,Primary,long_term,0C5Vq3CfkQzVI6ybjYoM1c,"요지경 (feat. 슈프림팀, Yankie, Mellow)"
437,k-indie,Primary,long_term,0C5Vq3CfkQzVI6ybjYoM1c,"요지경 (feat. 슈프림팀, Yankie, Mellow)"
438,k-pop,Primary,long_term,0C5Vq3CfkQzVI6ybjYoM1c,"요지경 (feat. 슈프림팀, Yankie, Mellow)"
439,korean pop,Primary,long_term,0C5Vq3CfkQzVI6ybjYoM1c,"요지경 (feat. 슈프림팀, Yankie, Mellow)"
440,classical,Felix Mendelssohn,long_term,3POMHYwwOaQZKpwQsQynkp,Mendelssohn: Violin Concerto in E Minor Op. 64: I. Allegro molto appassionato
441,early romantic era,Felix Mendelssohn,long_term,3POMHYwwOaQZKpwQsQynkp,Mendelssohn: Violin Concerto in E Minor Op. 64: I. Allegro molto appassionato
442,c-pop,Jay Chou,long_term,6W2tmkeuHKaedHhdTPnyVs,說好的幸福呢
443,mandopop,Jay Chou,long_term,6W2tmkeuHKaedHhdTPnyVs,說好的幸福呢
444,taiwan pop,Jay Chou,long_term,6W2tmkeuHKaedHhdTPnyVs,說好的幸福呢
445,c-pop,Jay Chou,long_term,7LyCtbxher5m97MImn5M3l,不該
446,mandopop,Jay Chou,long_term,7LyCtbxher5m97MImn5M3l,不該
447,taiwan pop,Jay Chou,long_term,7LyCtbxher5m97MImn5M3l,不該
