,rank,time_range,track_id,track_name,track_popularity,track_release_date,artist_genre,artist_name,key_note,ft_danceability,ft_energy,ft_key,ft_loudness,ft_mode,ft_speechiness,ft_acousticness,ft_instrumentalness,ft_liveness,ft_valence,ft_tempo,number_of_repeats
267,47,medium_term,6Vecwo7AHst9V2CE3kmwr0,No Such Thing,66,2001-08-16,neo mellow,John Mayer,E,0.6679999999999999,0.7390000000000001,4,-4.919,1,0.0308,0.0383,0.0,0.13,0.5710000000000001,131.918,4
268,47,medium_term,6Vecwo7AHst9V2CE3kmwr0,No Such Thing,66,2001-08-16,pop,John Mayer,E,0.6679999999999999,0.7390000000000001,4,-4.919,1,0.0308,0.0383,0.0,0.13,0.5710000000000001,131.918,4
269,47,medium_term,6Vecwo7AHst9V2CE3kmwr0,No Such Thing,66,2001-08-16,pop rock,John Mayer,E,0.6679999999999999,0.7390000000000001,4,-4.919,1,0.0308,0.0383,0.0,0.13,0.5710000000000001,131.918,4
270,47,medium_term,6Vecwo7AHst9V2CE3kmwr0,No Such Thing,66,2001-08-16,singer-songwriter,John Mayer,E,0.6679999999999999,0.7390000000000001,4,-4.919,1,0.0308,0.0383,0.0,0.13,0.5710000000000001,131.918,4
271,49,medium_term,1NpTkYFGPrYb9FRNGjLVyJ,Blackbird,38,2019-09-18,contemporary jazz,Hiromi,G,0.299,0.0919,7,-22.014,1,0.040999999999999995,0.993,0.938,0.0983,0.107,104.52600000000001,5
272,49,medium_term,1NpTkYFGPrYb9FRNGjLVyJ,Blackbird,38,2019-09-18,contemporary post-bop,Hiromi,G,0.299,0.0919,7,-22.014,1,0.040999999999999995,0.993,0.938,0.0983,0.107,104.52600000000001,5
273,49,medium_term,1NpTkYFGPrYb9FRNGjLVyJ,Blackbird,38,2019-09-18,japanese jazz,Hiromi,G,0.299,0.0919,7,-22.014,1,0.040999999999999995,0.993,0.938,0.0983,0.107,104.52600000000001,5
274,49,medium_term,1NpTkYFGPrYb9FRNGjLVyJ,Blackbird,38,2019-09-18,jazz funk,Hiromi,G,0.299,0.0919,7,-22.014,1,0.040999999999999995,0.993,0.938,0.0983,0.107,104.52600000000001,5
275,49,medium_term,1NpTkYFGPrYb9FRNGjLVyJ,Blackbird,38,2019-09-18,jazz fusion,Hiromi,G,0.299,0.0919,7,-22.014,1,0.040999999999999995,0.993,0.938,0.0983,0.107,104.52600000000001,5
276,50,medium_term,2k9N4caeCIJLOWwWwssrEM,Easily,75,2017-08-31,indie r&b,Bruno Major,G,0.772,0.256,7,-8.545,0,0.0481,0.491,0.0061200000000000004,0.14400000000000002,0.35700000000000004,118.902,2
277,50,medium_term,2k9N4caeCIJLOWwWwssrEM,Easily,75,2017-08-31,pop,Bruno Major,G,0.772,0.256,7,-8.545,0,0.0481,0.491,0.0061200000000000004,0.14400000000000002,0.35700000000000004,118.902,2
278,1,long_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),83,2017-10-30,atl hip hop,Offset,A,0.88,0.428,9,-8.28,1,0.20600000000000002,0.149,5.07e-05,0.114,0.33299999999999996,100.007,6
279,1,long_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),83,2017-10-30,hip hop,Offset,A,0.88,0.428,9,-8.28,1,0.20600000000000002,0.149,5.07e-05,0.114,0.33299999999999996,100.007,6
280,1,long_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),83,2017-10-30,pop rap,Offset,A,0.88,0.428,9,-8.28,1,0.20600000000000002,0.149,5.07e-05,0.114,0.33299999999999996,100.007,6
281,1,long_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),83,2017-10-30,rap,Offset,A,0.88,0.428,9,-8.28,1,0.20600000000000002,0.149,5.07e-05,0.114,0.33299999999999996,100.007,6
282,1,long_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),83,2017-10-30,southern hip hop,Offset,A,0.88,0.428,9,-8.28,1,0.20600000000000002,0.149,5.07e-05,0.114,0.33299999999999996,100.007,6
283,1,long_term,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (& Metro Boomin),83,2017-10-30,trap,Offset,A,0.88,0.428,9,-8.28,1,0.20600000000000002,0.149,5.07e-05,0.114,0.33299999999999996,100.007,6
284,2,long_term,2tbvAGoLMQgjvfgW7naBiE,El Chapo,61,2016-01-22,gangster rap,The Game,F#,0.753,0.905,6,-3.3110000000000004,0,0.239,0.127,0.0,0.26899999999999996,0.585,127.069,6
285,2,long_term,2tbvAGoLMQgjvfgW7naBiE,El Chapo,61,2016-01-22,hip hop,The Game,F#,0.753,0.905,6,-3.3110000000000004,0,0.239,0.127,0.0,0.26899999999999996,0.585,127.069,6
286,2,long_term,2tbvAGoLMQgjvfgW7naBiE,El Chapo,61,2016-01-22,pop rap,The Game,F#,0.753,0.905,6,-3.3110000000000004,0,0.239,0.127,0.0,0.26899999999999996,0.585,127.069,6
287,2,long_term,2tbvAGoLMQgjvfgW7naBiE,El Chapo,61,2016-01-22,rap,The Game,F#,0.753,0.905,6,-3.3110000000000004,0,0.239,0.127,0.0,0.26899999999999996,0.585,127.069,6
288,2,long_term,2tbvAGoLMQgjvfgW7naBiE,El Chapo,61,2016-01-22,southern hip hop,The Game,F#,0.753,0.905,6,-3.3110000000000004,0,0.239,0.127,0.0,0.26899999999999996,0.585,127.069,6
289,2,long_term,2tbvAGoLMQgjvfgW7naBiE,El Chapo,61,2016-01-22,trap,The Game,F#,0.753,0.905,6,-3.3110000000000004,0,0.239,0.127,0.0,0.26899999999999996,0.585,127.069,6
290,3,long_term,1SayqEg8HKK2IeIEWjdYxY,Down The Road,55,2012-01-01,turntablism,C2C,D,0.72,0.595,2,-6.109,0,0.0976,0.0672,4.73e-05,0.0775,0.486,111.0,1
291,4,long_term,2XTquzYQAdT1Hk78bOUwsv,Greatest,73,2018-08-31,detroit hip hop,Eminem,C#,0.809,0.737,1,-5.186,1,0.10800000000000001,0.0441,0.0,0.341,0.36700000000000005,80.025,4
292,4,long_term,2XTquzYQAdT1Hk78bOUwsv,Greatest,73,2018-08-31,g funk,Eminem,C#,0.809,0.737,1,-5.186,1,0.10800000000000001,0.0441,0.0,0.341,0.36700000000000005,80.025,4
293,4,long_term,2XTquzYQAdT1Hk78bOUwsv,Greatest,73,2018-08-31,hip hop,Eminem,C#,0.809,0.737,1,-5.186,1,0.10800000000000001,0.0441,0.0,0.341,0.36700000000000005,80.025,4
294,4,long_term,2XTquzYQAdT1Hk78bOUwsv,Greatest,73,2018-08-31,rap,Eminem,C#,0.809,0.737,1,-5.186,1,0.10800000000000001,0.0441,0.0,0.341,0.36700000000000005,80.025,4
295,5,long_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self,47,2017-01-20,cali rap,Problem,A#,0.8370000000000001,0.7879999999999999,10,-6.289,0,0.153,0.0539,2.31e-06,0.27,0.311,100.053,7
296,5,long_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self,47,2017-01-20,gangster rap,Problem,A#,0.8370000000000001,0.7879999999999999,10,-6.289,0,0.153,0.0539,2.31e-06,0.27,0.311,100.053,7
297,5,long_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self,47,2017-01-20,hyphy,Problem,A#,0.8370000000000001,0.7879999999999999,10,-6.289,0,0.153,0.0539,2.31e-06,0.27,0.311,100.053,7
298,5,long_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self,47,2017-01-20,rap,Problem,A#,0.8370000000000001,0.7879999999999999,10,-6.289,0,0.153,0.0539,2.31e-06,0.27,0.311,100.053,7
299,5,long_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self,47,2017-01-20,southern hip hop,Problem,A#,0.8370000000000001,0.7879999999999999,10,-6.289,0,0.153,0.0539,2.31e-06,0.27,0.311,100.053,7
300,5,long_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self,47,2017-01-20,trap,Problem,A#,0.8370000000000001,0.7879999999999999,10,-6.289,0,0.153,0.0539,2.31e-06,0.27,0.311,100.053,7
301,5,long_term,66kSqGS2iwHK20sxjrZct4,Better Watch Yo Self,47,2017-01-20,west coast trap,Problem,A#,0.8370000000000001,0.7879999999999999,10,-6.289,0,0.153,0.0539,2.31e-06,0.27,0.311,100.053,7
302,6,long_term,6yEfq48XkEzCg0TwY6Hhkb,No Make Up,1,2015-10-12,k-hop,Zion.T,A,0.758,0.402,9,-5.066,1,0.0459,0.41100000000000003,0.0,0.217,0.519,92.109,5
303,6,long_term,6yEfq48XkEzCg0TwY6Hhkb,No Make Up,1,2015-10-12,k-indie,Zion.T,A,0.758,0.402,9,-5.066,1,0.0459,0.41100000000000003,0.0,0.217,0.519,92.109,5
304,6,long_term,6yEfq48XkEzCg0TwY6Hhkb,No Make Up,1,2015-10-12,k-pop,Zion.T,A,0.758,0.402,9,-5.066,1,0.0459,0.41100000000000003,0.0,0.217,0.519,92.109,5
305,6,long_term,6yEfq48XkEzCg0TwY6Hhkb,No Make Up,1,2015-10-12,korean pop,Zion.T,A,0.758,0.402,9,-5.066,1,0.0459,0.41100000000000003,0.0,0.217,0.519,92.109,5
306,6,long_term,6yEfq48XkEzCg0TwY6Hhkb,No Make Up,1,2015-10-12,korean r&b,Zion.T,A,0.758,0.402,9,-5.066,1,0.0459,0.41100000000000003,0.0,0.217,0.519,92.109,5
307,7,long_term,4gG5sukldSPM3sX0OTpTeT,"Love (feat. Bumkey, Paloalto)",0,2013-08-02,k-hop,Primary,C#,0.797,0.741,1,-5.794,1,0.0906,0.12,0.0,0.11900000000000001,0.823,105.023,4
308,7,long_term,4gG5sukldSPM3sX0OTpTeT,"Love (feat. Bumkey, Paloalto)",0,2013-08-02,k-indie,Primary,C#,0.797,0.741,1,-5.794,1,0.0906,0.12,0.0,0.11900000000000001,0.823,105.023,4
309,7,long_term,4gG5sukldSPM3sX0OTpTeT,"Love (feat. Bumkey, Paloalto)",0,2013-08-02,k-pop,Primary,C#,0.797,0.741,1,-5.794,1,0.0906,0.12,0.0,0.11900000000000001,0.823,105.023,4
310,7,long_term,4gG5sukldSPM3sX0OTpTeT,"Love (feat. Bumkey, Paloalto)",0,2013-08-02,korean pop,Primary,C#,0.797,0.741,1,-5.794,1,0.0906,0.12,0.0,0.11900000000000001,0.823,105.023,4
311,8,long_term,1XT0cpl9g0GuRQJao2nqXd,Kanzen kankaku Dreamer,54,2010-06-09,j-pop,ONE OK ROCK,F#,0.5579999999999999,0.914,6,-3.395,0,0.0996,0.00019099999999999998,0.0,0.132,0.711,94.975,3
312,8,long_term,1XT0cpl9g0GuRQJao2nqXd,Kanzen kankaku Dreamer,54,2010-06-09,j-rock,ONE OK ROCK,F#,0.5579999999999999,0.914,6,-3.395,0,0.0996,0.00019099999999999998,0.0,0.132,0.711,94.975,3
313,8,long_term,1XT0cpl9g0GuRQJao2nqXd,Kanzen kankaku Dreamer,54,2010-06-09,visual kei,ONE OK ROCK,F#,0.5579999999999999,0.914,6,-3.395,0,0.0996,0.00019099999999999998,0.0,0.132,0.711,94.975,3
314,9,long_term,3aNsBkmdh6MO8UkLd42BUA,I Don't Want,37,2018-12-05,k-indie,Jungkey,F,0.621,0.506,5,-5.865,0,0.0361,0.731,1.82e-06,0.183,0.37,117.822,2
315,9,long_term,3aNsBkmdh6MO8UkLd42BUA,I Don't Want,37,2018-12-05,korean pop,Jungkey,F,0.621,0.506,5,-5.865,0,0.0361,0.731,1.82e-06,0.183,0.37,117.822,2
316,10,long_term,2DQ1ITjI0YoLFzuADN1ZBW,No Limit,78,2017-12-15,hip hop,G-Eazy,C#,0.838,0.7709999999999999,1,-3.7910000000000004,1,0.244,0.0117,0.0,0.0853,0.405,175.957,4
317,10,long_term,2DQ1ITjI0YoLFzuADN1ZBW,No Limit,78,2017-12-15,indie pop rap,G-Eazy,C#,0.838,0.7709999999999999,1,-3.7910000000000004,1,0.244,0.0117,0.0,0.0853,0.405,175.957,4
318,10,long_term,2DQ1ITjI0YoLFzuADN1ZBW,No Limit,78,2017-12-15,pop rap,G-Eazy,C#,0.838,0.7709999999999999,1,-3.7910000000000004,1,0.244,0.0117,0.0,0.0853,0.405,175.957,4
319,10,long_term,2DQ1ITjI0YoLFzuADN1ZBW,No Limit,78,2017-12-15,rap,G-Eazy,C#,0.838,0.7709999999999999,1,-3.7910000000000004,1,0.244,0.0117,0.0,0.0853,0.405,175.957,4
320,11,long_term,1dsh4buvcBs2u7YtHy29c7,ないものねだり,62,2013-04-24,j-pop,KANA-BOON,F#,0.47100000000000003,0.77,6,-3.783,0,0.102,0.0002,0.0030800000000000003,0.0974,0.529,174.85,2
321,11,long_term,1dsh4buvcBs2u7YtHy29c7,ないものねだり,62,2013-04-24,j-rock,KANA-BOON,F#,0.47100000000000003,0.77,6,-3.783,0,0.102,0.0002,0.0030800000000000003,0.0974,0.529,174.85,2
322,12,long_term,1VrpAZL277l0gnTBhSd3TH,Sooljalee,48,2016-11-16,k-hop,Giriboy,F#,0.894,0.508,6,-5.4,1,0.22399999999999998,0.0538,9.45e-06,0.0745,0.24,90.00200000000001,3
323,12,long_term,1VrpAZL277l0gnTBhSd3TH,Sooljalee,48,2016-11-16,k-indie,Giriboy,F#,0.894,0.508,6,-5.4,1,0.22399999999999998,0.0538,9.45e-06,0.0745,0.24,90.00200000000001,3
324,12,long_term,1VrpAZL277l0gnTBhSd3TH,Sooljalee,48,2016-11-16,korean r&b,Giriboy,F#,0.894,0.508,6,-5.4,1,0.22399999999999998,0.0538,9.45e-06,0.0745,0.24,90.00200000000001,3
325,13,long_term,08d7Ulc4Lra4rOa9oQtFML,Mikansei koukyoukyoku,46,2010-06-09,j-pop,ONE OK ROCK,F,0.42700000000000005,0.99,5,-3.55,1,0.184,0.000782,0.0,0.0956,0.491,195.051,3
326,13,long_term,08d7Ulc4Lra4rOa9oQtFML,Mikansei koukyoukyoku,46,2010-06-09,j-rock,ONE OK ROCK,F,0.42700000000000005,0.99,5,-3.55,1,0.184,0.000782,0.0,0.0956,0.491,195.051,3
327,13,long_term,08d7Ulc4Lra4rOa9oQtFML,Mikansei koukyoukyoku,46,2010-06-09,visual kei,ONE OK ROCK,F,0.42700000000000005,0.99,5,-3.55,1,0.184,0.000782,0.0,0.0956,0.491,195.051,3
328,14,long_term,62vpWI1CHwFy7tMIcSStl8,No Role Modelz,83,2014-12-09,conscious hip hop,J. Cole,A#,0.696,0.521,10,-8.465,0,0.332,0.302,0.0,0.0565,0.45799999999999996,100.0,5
329,14,long_term,62vpWI1CHwFy7tMIcSStl8,No Role Modelz,83,2014-12-09,hip hop,J. Cole,A#,0.696,0.521,10,-8.465,0,0.332,0.302,0.0,0.0565,0.45799999999999996,100.0,5
330,14,long_term,62vpWI1CHwFy7tMIcSStl8,No Role Modelz,83,2014-12-09,nc hip hop,J. Cole,A#,0.696,0.521,10,-8.465,0,0.332,0.302,0.0,0.0565,0.45799999999999996,100.0,5
331,14,long_term,62vpWI1CHwFy7tMIcSStl8,No Role Modelz,83,2014-12-09,pop rap,J. Cole,A#,0.696,0.521,10,-8.465,0,0.332,0.302,0.0,0.0565,0.45799999999999996,100.0,5
332,14,long_term,62vpWI1CHwFy7tMIcSStl8,No Role Modelz,83,2014-12-09,rap,J. Cole,A#,0.696,0.521,10,-8.465,0,0.332,0.302,0.0,0.0565,0.45799999999999996,100.0,5
333,15,long_term,6eIacmhkE82vZlMDnGS7aP,Bad (feat. Vassy) - Radio Edit,67,2014-11-21,dance pop,David Guetta,F,0.614,0.972,5,-3.927,0,0.08800000000000001,0.00125,0.0186,0.32799999999999996,0.41100000000000003,127.96600000000001,3
334,15,long_term,6eIacmhkE82vZlMDnGS7aP,Bad (feat. Vassy) - Radio Edit,67,2014-11-21,edm,David Guetta,F,0.614,0.972,5,-3.927,0,0.08800000000000001,0.00125,0.0186,0.32799999999999996,0.41100000000000003,127.96600000000001,3
335,15,long_term,6eIacmhkE82vZlMDnGS7aP,Bad (feat. Vassy) - Radio Edit,67,2014-11-21,pop,David Guetta,F,0.614,0.972,5,-3.927,0,0.08800000000000001,0.00125,0.0186,0.32799999999999996,0.41100000000000003,127.96600000000001,3
336,16,long_term,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,83,2016-11-17,pop,Bruno Mars,C#,0.853,0.56,1,-4.961,1,0.0406,0.013000000000000001,0.0,0.0944,0.86,134.066,1
337,17,long_term,04x6DpeFQ72efXsD0DmWPQ,明明就,57,2012-12-28,c-pop,Jay Chou,A,0.5429999999999999,0.428,9,-8.966000000000001,1,0.0262,0.14,0.0,0.0876,0.17300000000000001,112.985,3
338,17,long_term,04x6DpeFQ72efXsD0DmWPQ,明明就,57,2012-12-28,mandopop,Jay Chou,A,0.5429999999999999,0.428,9,-8.966000000000001,1,0.0262,0.14,0.0,0.0876,0.17300000000000001,112.985,3
339,17,long_term,04x6DpeFQ72efXsD0DmWPQ,明明就,57,2012-12-28,taiwan pop,Jay Chou,A,0.5429999999999999,0.428,9,-8.966000000000001,1,0.0262,0.14,0.0,0.0876,0.17300000000000001,112.985,3
340,18,long_term,5jCsMKfXS6NEJTIC4eCyu3,Betta Watch Yo Self,0,2017-01-20,cali rap,Problem,A#,0.841,0.78,10,-6.4239999999999995,0,0.172,0.0559,0.0,0.19899999999999998,0.382,100.031,7
341,18,long_term,5jCsMKfXS6NEJTIC4eCyu3,Betta Watch Yo Self,0,2017-01-20,gangster rap,Problem,A#,0.841,0.78,10,-6.4239999999999995,0,0.172,0.0559,0.0,0.19899999999999998,0.382,100.031,7
342,18,long_term,5jCsMKfXS6NEJTIC4eCyu3,Betta Watch Yo Self,0,2017-01-20,hyphy,Problem,A#,0.841,0.78,10,-6.4239999999999995,0,0.172,0.0559,0.0,0.19899999999999998,0.382,100.031,7
343,18,long_term,5jCsMKfXS6NEJTIC4eCyu3,Betta Watch Yo Self,0,2017-01-20,rap,Problem,A#,0.841,0.78,10,-6.4239999999999995,0,0.172,0.0559,0.0,0.19899999999999998,0.382,100.031,7
344,18,long_term,5jCsMKfXS6NEJTIC4eCyu3,Betta Watch Yo Self,0,2017-01-20,southern hip hop,Problem,A#,0.841,0.78,10,-6.4239999999999995,0,0.172,0.0559,0.0,0.19899999999999998,0.382,100.031,7
345,18,long_term,5jCsMKfXS6NEJTIC4eCyu3,Betta Watch Yo Self,0,2017-01-20,trap,Problem,A#,0.841,0.78,10,-6.4239999999999995,0,0.172,0.0559,0.0,0.19899999999999998,0.382,100.031,7
346,18,long_term,5jCsMKfXS6NEJTIC4eCyu3,Betta Watch Yo Self,0,2017-01-20,west coast trap,Problem,A#,0.841,0.78,10,-6.4239999999999995,0,0.172,0.0559,0.0,0.19899999999999998,0.382,100.031,7
347,19,long_term,3qX1dqmDdmMvvfMVfsx4Bh,m.A.A.d city,68,2012-10-22,conscious hip hop,Kendrick Lamar,D,0.48700000000000004,0.7290000000000001,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.04799999999999,4
348,19,long_term,3qX1dqmDdmMvvfMVfsx4Bh,m.A.A.d city,68,2012-10-22,hip hop,Kendrick Lamar,D,0.48700000000000004,0.7290000000000001,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.04799999999999,4
349,19,long_term,3qX1dqmDdmMvvfMVfsx4Bh,m.A.A.d city,68,2012-10-22,rap,Kendrick Lamar,D,0.48700000000000004,0.7290000000000001,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.04799999999999,4
350,19,long_term,3qX1dqmDdmMvvfMVfsx4Bh,m.A.A.d city,68,2012-10-22,west coast rap,Kendrick Lamar,D,0.48700000000000004,0.7290000000000001,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.04799999999999,4
351,20,long_term,6ToAD7ajJidQTDn72OncDG,꺼내 먹어요 (Eat),1,2015-05-19,k-hop,Zion.T,E,0.628,0.284,4,-11.629000000000001,1,0.102,0.544,5.01e-06,0.121,0.354,91.131,5
352,20,long_term,6ToAD7ajJidQTDn72OncDG,꺼내 먹어요 (Eat),1,2015-05-19,k-indie,Zion.T,E,0.628,0.284,4,-11.629000000000001,1,0.102,0.544,5.01e-06,0.121,0.354,91.131,5
353,20,long_term,6ToAD7ajJidQTDn72OncDG,꺼내 먹어요 (Eat),1,2015-05-19,k-pop,Zion.T,E,0.628,0.284,4,-11.629000000000001,1,0.102,0.544,5.01e-06,0.121,0.354,91.131,5
354,20,long_term,6ToAD7ajJidQTDn72OncDG,꺼내 먹어요 (Eat),1,2015-05-19,korean pop,Zion.T,E,0.628,0.284,4,-11.629000000000001,1,0.102,0.544,5.01e-06,0.121,0.354,91.131,5
355,20,long_term,6ToAD7ajJidQTDn72OncDG,꺼내 먹어요 (Eat),1,2015-05-19,korean r&b,Zion.T,E,0.628,0.284,4,-11.629000000000001,1,0.102,0.544,5.01e-06,0.121,0.354,91.131,5
356,21,long_term,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,85,2017-04-14,conscious hip hop,Kendrick Lamar,C#,0.9079999999999999,0.621,1,-6.638,0,0.102,0.00028199999999999997,5.39e-05,0.0958,0.42100000000000004,150.011,4
357,21,long_term,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,85,2017-04-14,hip hop,Kendrick Lamar,C#,0.9079999999999999,0.621,1,-6.638,0,0.102,0.00028199999999999997,5.39e-05,0.0958,0.42100000000000004,150.011,4
358,21,long_term,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,85,2017-04-14,rap,Kendrick Lamar,C#,0.9079999999999999,0.621,1,-6.638,0,0.102,0.00028199999999999997,5.39e-05,0.0958,0.42100000000000004,150.011,4
359,21,long_term,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,85,2017-04-14,west coast rap,Kendrick Lamar,C#,0.9079999999999999,0.621,1,-6.638,0,0.102,0.00028199999999999997,5.39e-05,0.0958,0.42100000000000004,150.011,4
