,rank,time_range,track_id,track_name,track_popularity,track_release_date,artist_genre,artist_name,key_note,ft_danceability,ft_energy,ft_key,ft_loudness,ft_mode,ft_speechiness,ft_acousticness,ft_instrumentalness,ft_liveness,ft_valence,ft_tempo,number_of_repeats
360,22,long_term,1amhCqDxkHGhQMv1Ss9OJs,"Sibelius: Violin Concerto in D Minor, Op. 47: I. Allegro moderato",37,2015-09-25,classical,Jean Sibelius,A#,0.251,0.183,10,-19.801,1,0.0441,0.889,0.0468,0.317,0.087,108.725,4
361,22,long_term,1amhCqDxkHGhQMv1Ss9OJs,"Sibelius: Violin Concerto in D Minor, Op. 47: I. Allegro moderato",37,2015-09-25,early modern classical,Jean Sibelius,A#,0.251,0.183,10,-19.801,1,0.0441,0.889,0.0468,0.317,0.087,108.725,4
362,22,long_term,1amhCqDxkHGhQMv1Ss9OJs,"Sibelius: Violin Concerto in D Minor, Op. 47: I. Allegro moderato",37,2015-09-25,finnish classical,Jean Sibelius,A#,0.251,0.183,10,-19.801,1,0.0441,0.889,0.0468,0.317,0.087,108.725,4
363,22,long_term,1amhCqDxkHGhQMv1Ss9OJs,"Sibelius: Violin Concerto in D Minor, Op. 47: I. Allegro moderato",37,2015-09-25,post-romantic era,Jean Sibelius,A#,0.251,0.183,10,-19.801,1,0.0441,0.889,0.0468,0.317,0.087,108.725,4
364,23,long_term,0Zh5U48tZNeAzzLTV1CVBE,Forgot About Dre,16,1999-01-01,g funk,Dr. Dre,G#,0.925,0.737,8,-1.2919999999999998,1,0.0777,0.092,0.0,0.16899999999999998,0.603,133.946,5
365,23,long_term,0Zh5U48tZNeAzzLTV1CVBE,Forgot About Dre,16,1999-01-01,gangster rap,Dr. Dre,G#,0.925,0.737,8,-1.2919999999999998,1,0.0777,0.092,0.0,0.16899999999999998,0.603,133.946,5
366,23,long_term,0Zh5U48tZNeAzzLTV1CVBE,Forgot About Dre,16,1999-01-01,hip hop,Dr. Dre,G#,0.925,0.737,8,-1.2919999999999998,1,0.0777,0.092,0.0,0.16899999999999998,0.603,133.946,5
367,23,long_term,0Zh5U48tZNeAzzLTV1CVBE,Forgot About Dre,16,1999-01-01,rap,Dr. Dre,G#,0.925,0.737,8,-1.2919999999999998,1,0.0777,0.092,0.0,0.16899999999999998,0.603,133.946,5
368,23,long_term,0Zh5U48tZNeAzzLTV1CVBE,Forgot About Dre,16,1999-01-01,west coast rap,Dr. Dre,G#,0.925,0.737,8,-1.2919999999999998,1,0.0777,0.092,0.0,0.16899999999999998,0.603,133.946,5
369,24,long_term,1PDfg5XSNpgC7Od0iMozfE,"? (물음표) (feat. 최자 of 다이나믹듀오, Zion.T)",0,2013-08-02,k-hop,Primary,D#,0.7020000000000001,0.738,3,-3.4810000000000003,0,0.125,0.22399999999999998,0.0,0.11900000000000001,0.922,95.977,4
370,24,long_term,1PDfg5XSNpgC7Od0iMozfE,"? (물음표) (feat. 최자 of 다이나믹듀오, Zion.T)",0,2013-08-02,k-indie,Primary,D#,0.7020000000000001,0.738,3,-3.4810000000000003,0,0.125,0.22399999999999998,0.0,0.11900000000000001,0.922,95.977,4
371,24,long_term,1PDfg5XSNpgC7Od0iMozfE,"? (물음표) (feat. 최자 of 다이나믹듀오, Zion.T)",0,2013-08-02,k-pop,Primary,D#,0.7020000000000001,0.738,3,-3.4810000000000003,0,0.125,0.22399999999999998,0.0,0.11900000000000001,0.922,95.977,4
372,24,long_term,1PDfg5XSNpgC7Od0iMozfE,"? (물음표) (feat. 최자 of 다이나믹듀오, Zion.T)",0,2013-08-02,korean pop,Primary,D#,0.7020000000000001,0.738,3,-3.4810000000000003,0,0.125,0.22399999999999998,0.0,0.11900000000000001,0.922,95.977,4
373,25,long_term,1XlvyqVNz36t1CyWF3HQIM,"Capriccio brillant in B Minor, Op. 22",10,1993-11-16,classical,Felix Mendelssohn,B,0.392,0.129,11,-21.389,0,0.0368,0.982,0.9279999999999999,0.11800000000000001,0.0952,139.804,2
374,25,long_term,1XlvyqVNz36t1CyWF3HQIM,"Capriccio brillant in B Minor, Op. 22",10,1993-11-16,early romantic era,Felix Mendelssohn,B,0.392,0.129,11,-21.389,0,0.0368,0.982,0.9279999999999999,0.11800000000000001,0.0952,139.804,2
375,26,long_term,60SdxE8apGAxMiRrpbmLY0,Lucky You (feat. Joyner Lucas),82,2018-08-31,detroit hip hop,Eminem,A#,0.8759999999999999,0.7859999999999999,10,-4.8839999999999995,0,0.306,0.0627,0.0,0.127,0.575,153.06799999999998,4
376,26,long_term,60SdxE8apGAxMiRrpbmLY0,Lucky You (feat. Joyner Lucas),82,2018-08-31,g funk,Eminem,A#,0.8759999999999999,0.7859999999999999,10,-4.8839999999999995,0,0.306,0.0627,0.0,0.127,0.575,153.06799999999998,4
377,26,long_term,60SdxE8apGAxMiRrpbmLY0,Lucky You (feat. Joyner Lucas),82,2018-08-31,hip hop,Eminem,A#,0.8759999999999999,0.7859999999999999,10,-4.8839999999999995,0,0.306,0.0627,0.0,0.127,0.575,153.06799999999998,4
378,26,long_term,60SdxE8apGAxMiRrpbmLY0,Lucky You (feat. Joyner Lucas),82,2018-08-31,rap,Eminem,A#,0.8759999999999999,0.7859999999999999,10,-4.8839999999999995,0,0.306,0.0627,0.0,0.127,0.575,153.06799999999998,4
379,27,long_term,0nt1LAZjaTjrf30S8hdRDU,聽見下雨的聲音,59,2014-12-26,c-pop,Jay Chou,E,0.36700000000000005,0.726,4,-6.773,1,0.0341,0.0294,0.0,0.337,0.271,172.12099999999998,3
380,27,long_term,0nt1LAZjaTjrf30S8hdRDU,聽見下雨的聲音,59,2014-12-26,mandopop,Jay Chou,E,0.36700000000000005,0.726,4,-6.773,1,0.0341,0.0294,0.0,0.337,0.271,172.12099999999998,3
381,27,long_term,0nt1LAZjaTjrf30S8hdRDU,聽見下雨的聲音,59,2014-12-26,taiwan pop,Jay Chou,E,0.36700000000000005,0.726,4,-6.773,1,0.0341,0.0294,0.0,0.337,0.271,172.12099999999998,3
382,28,long_term,61yCHvf0FoBtnnDwqOtbHp,Babay (feat. Gaeko),0,2013-07-21,k-hop,Zion.T,G,0.728,0.6809999999999999,7,-6.099,1,0.17800000000000002,0.255,0.0,0.11599999999999999,0.6920000000000001,109.921,5
383,28,long_term,61yCHvf0FoBtnnDwqOtbHp,Babay (feat. Gaeko),0,2013-07-21,k-indie,Zion.T,G,0.728,0.6809999999999999,7,-6.099,1,0.17800000000000002,0.255,0.0,0.11599999999999999,0.6920000000000001,109.921,5
384,28,long_term,61yCHvf0FoBtnnDwqOtbHp,Babay (feat. Gaeko),0,2013-07-21,k-pop,Zion.T,G,0.728,0.6809999999999999,7,-6.099,1,0.17800000000000002,0.255,0.0,0.11599999999999999,0.6920000000000001,109.921,5
385,28,long_term,61yCHvf0FoBtnnDwqOtbHp,Babay (feat. Gaeko),0,2013-07-21,korean pop,Zion.T,G,0.728,0.6809999999999999,7,-6.099,1,0.17800000000000002,0.255,0.0,0.11599999999999999,0.6920000000000001,109.921,5
386,28,long_term,61yCHvf0FoBtnnDwqOtbHp,Babay (feat. Gaeko),0,2013-07-21,korean r&b,Zion.T,G,0.728,0.6809999999999999,7,-6.099,1,0.17800000000000002,0.255,0.0,0.11599999999999999,0.6920000000000001,109.921,5
387,29,long_term,0yQMA3UgzGgmL7Py3lPFCx,"Scherzo-tarantelle in G Minor, Op.16 - 1987 Remastered Version",29,1996-01-12,classical,Henryk Wieniawski,D,0.42200000000000004,0.253,2,-16.373,1,0.0438,0.892,0.134,0.128,0.455,114.29700000000001,3
388,29,long_term,0yQMA3UgzGgmL7Py3lPFCx,"Scherzo-tarantelle in G Minor, Op.16 - 1987 Remastered Version",29,1996-01-12,late romantic era,Henryk Wieniawski,D,0.42200000000000004,0.253,2,-16.373,1,0.0438,0.892,0.134,0.128,0.455,114.29700000000001,3
389,29,long_term,0yQMA3UgzGgmL7Py3lPFCx,"Scherzo-tarantelle in G Minor, Op.16 - 1987 Remastered Version",29,1996-01-12,polish classical,Henryk Wieniawski,D,0.42200000000000004,0.253,2,-16.373,1,0.0438,0.892,0.134,0.128,0.455,114.29700000000001,3
390,30,long_term,6ezuIWphgAyuOc2aK7xMHT,Sad Song (느린노래),0,2012-09-10,k-indie,Baek A Yeon,F#,0.531,0.5670000000000001,6,-4.61,1,0.036000000000000004,0.632,0.0,0.598,0.27699999999999997,80.018,3
391,30,long_term,6ezuIWphgAyuOc2aK7xMHT,Sad Song (느린노래),0,2012-09-10,k-pop,Baek A Yeon,F#,0.531,0.5670000000000001,6,-4.61,1,0.036000000000000004,0.632,0.0,0.598,0.27699999999999997,80.018,3
392,30,long_term,6ezuIWphgAyuOc2aK7xMHT,Sad Song (느린노래),0,2012-09-10,korean pop,Baek A Yeon,F#,0.531,0.5670000000000001,6,-4.61,1,0.036000000000000004,0.632,0.0,0.598,0.27699999999999997,80.018,3
393,31,long_term,30z4LVkScpeNhwHFIB8Ewa,I Love,76,2018-10-17,boston hip hop,Joyner Lucas,B,0.6709999999999999,0.565,11,-7.401,0,0.16,0.27399999999999997,6.51e-05,0.37,0.561,150.014,4
394,31,long_term,30z4LVkScpeNhwHFIB8Ewa,I Love,76,2018-10-17,hip hop,Joyner Lucas,B,0.6709999999999999,0.565,11,-7.401,0,0.16,0.27399999999999997,6.51e-05,0.37,0.561,150.014,4
395,31,long_term,30z4LVkScpeNhwHFIB8Ewa,I Love,76,2018-10-17,pop rap,Joyner Lucas,B,0.6709999999999999,0.565,11,-7.401,0,0.16,0.27399999999999997,6.51e-05,0.37,0.561,150.014,4
396,31,long_term,30z4LVkScpeNhwHFIB8Ewa,I Love,76,2018-10-17,rap,Joyner Lucas,B,0.6709999999999999,0.565,11,-7.401,0,0.16,0.27399999999999997,6.51e-05,0.37,0.561,150.014,4
397,32,long_term,2ySKRXKN58cbIlY1cxd80y,I NEED U,0,2015-04-29,k-pop,BTS,F,0.486,0.88,5,-3.097,0,0.0706,0.0215,0.0,0.24,0.71,158.043,2
398,32,long_term,2ySKRXKN58cbIlY1cxd80y,I NEED U,0,2015-04-29,k-pop boy group,BTS,F,0.486,0.88,5,-3.097,0,0.0706,0.0215,0.0,0.24,0.71,158.043,2
399,33,long_term,0LUMNOIykU5SgNwzZIlah4,"Paganini: Violin Concerto No. 1 in D Major, Op. 6: I. Allegro maestoso",25,2003-09-01,classical,Niccolò Paganini,D,0.39799999999999996,0.134,2,-19.65,1,0.0496,0.9470000000000001,0.16,0.0837,0.249,124.564,2
400,33,long_term,0LUMNOIykU5SgNwzZIlah4,"Paganini: Violin Concerto No. 1 in D Major, Op. 6: I. Allegro maestoso",25,2003-09-01,early romantic era,Niccolò Paganini,D,0.39799999999999996,0.134,2,-19.65,1,0.0496,0.9470000000000001,0.16,0.0837,0.249,124.564,2
401,34,long_term,4d1182NzgXOv7igDm9WyM8,"Triple Concerto in C Major, Op. 56: I. Allegro",1,2018-03-16,classical,Ludwig van Beethoven,C,0.341,0.233,0,-18.867,1,0.0411,0.946,0.552,0.0602,0.248,129.017,3
402,34,long_term,4d1182NzgXOv7igDm9WyM8,"Triple Concerto in C Major, Op. 56: I. Allegro",1,2018-03-16,classical era,Ludwig van Beethoven,C,0.341,0.233,0,-18.867,1,0.0411,0.946,0.552,0.0602,0.248,129.017,3
403,34,long_term,4d1182NzgXOv7igDm9WyM8,"Triple Concerto in C Major, Op. 56: I. Allegro",1,2018-03-16,early romantic era,Ludwig van Beethoven,C,0.341,0.233,0,-18.867,1,0.0411,0.946,0.552,0.0602,0.248,129.017,3
404,35,long_term,1jWPUI9NkBpfhW2G9Oi3sX,有誰共鳴,40,2001,c-pop,Leslie Cheung,D,0.524,0.256,2,-17.653,1,0.0272,0.0891,0.00385,0.12,0.163,94.279,3
405,35,long_term,1jWPUI9NkBpfhW2G9Oi3sX,有誰共鳴,40,2001,cantopop,Leslie Cheung,D,0.524,0.256,2,-17.653,1,0.0272,0.0891,0.00385,0.12,0.163,94.279,3
406,35,long_term,1jWPUI9NkBpfhW2G9Oi3sX,有誰共鳴,40,2001,classic cantopop,Leslie Cheung,D,0.524,0.256,2,-17.653,1,0.0272,0.0891,0.00385,0.12,0.163,94.279,3
407,36,long_term,7vs3JM90lKhp11av83WA5j,算什麼男人,56,2014-12-26,c-pop,Jay Chou,C#,0.523,0.5720000000000001,1,-6.834,1,0.0274,0.35600000000000004,1.29e-06,0.121,0.306,106.943,3
408,36,long_term,7vs3JM90lKhp11av83WA5j,算什麼男人,56,2014-12-26,mandopop,Jay Chou,C#,0.523,0.5720000000000001,1,-6.834,1,0.0274,0.35600000000000004,1.29e-06,0.121,0.306,106.943,3
409,36,long_term,7vs3JM90lKhp11av83WA5j,算什麼男人,56,2014-12-26,taiwan pop,Jay Chou,C#,0.523,0.5720000000000001,1,-6.834,1,0.0274,0.35600000000000004,1.29e-06,0.121,0.306,106.943,3
410,37,long_term,4bdJHQp90ymjEIkkYhcENB,Dat $tick,71,2016-03-11,indonesian hip hop,Rich Brian,C#,0.9229999999999999,0.508,1,-8.668,1,0.0468,0.10400000000000001,1.21e-05,0.126,0.168,108.039,1
411,38,long_term,1ivCIgrYZyE0BvItL4Z8lk,告白氣球,67,2016-06-24,c-pop,Jay Chou,B,0.59,0.5720000000000001,11,-7.6579999999999995,1,0.0379,0.192,0.0,0.109,0.44799999999999995,179.989,3
412,38,long_term,1ivCIgrYZyE0BvItL4Z8lk,告白氣球,67,2016-06-24,mandopop,Jay Chou,B,0.59,0.5720000000000001,11,-7.6579999999999995,1,0.0379,0.192,0.0,0.109,0.44799999999999995,179.989,3
413,38,long_term,1ivCIgrYZyE0BvItL4Z8lk,告白氣球,67,2016-06-24,taiwan pop,Jay Chou,B,0.59,0.5720000000000001,11,-7.6579999999999995,1,0.0379,0.192,0.0,0.109,0.44799999999999995,179.989,3
414,39,long_term,4qikXelSRKvoCqFcHLB2H2,Mercy,72,2012-01-01,chicago rap,Kanye West,F#,0.563,0.496,6,-9.381,0,0.405,0.0679,5.610000000000001e-05,0.17300000000000001,0.424,140.001,2
415,39,long_term,4qikXelSRKvoCqFcHLB2H2,Mercy,72,2012-01-01,rap,Kanye West,F#,0.563,0.496,6,-9.381,0,0.405,0.0679,5.610000000000001e-05,0.17300000000000001,0.424,140.001,2
416,40,long_term,6vO4D4UBaUDrK3gBFUOUCU,"Piano Concerto No. 2 in D Minor, Op. 40, MWV O11: III. Finale: Presto scherzando",11,1993-11-16,classical,Felix Mendelssohn,D,0.38799999999999996,0.18100000000000002,2,-20.336,1,0.0401,0.986,0.893,0.172,0.24600000000000002,81.668,2
417,40,long_term,6vO4D4UBaUDrK3gBFUOUCU,"Piano Concerto No. 2 in D Minor, Op. 40, MWV O11: III. Finale: Presto scherzando",11,1993-11-16,early romantic era,Felix Mendelssohn,D,0.38799999999999996,0.18100000000000002,2,-20.336,1,0.0401,0.986,0.893,0.172,0.24600000000000002,81.668,2
418,41,long_term,2nBI3iWLhupR7LyAJ5GGkE,Champions,70,2016-06-10,chicago rap,Kanye West,F#,0.6920000000000001,0.774,6,-2.48,0,0.0876,0.0623,0.0,0.873,0.349,134.952,2
419,41,long_term,2nBI3iWLhupR7LyAJ5GGkE,Champions,70,2016-06-10,rap,Kanye West,F#,0.6920000000000001,0.774,6,-2.48,0,0.0876,0.0623,0.0,0.873,0.349,134.952,2
420,42,long_term,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),77,2017-01-27,atl hip hop,Migos,B,0.927,0.665,11,-5.313,1,0.244,0.061,0.0,0.12300000000000001,0.175,127.07600000000001,4
421,42,long_term,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),77,2017-01-27,pop rap,Migos,B,0.927,0.665,11,-5.313,1,0.244,0.061,0.0,0.12300000000000001,0.175,127.07600000000001,4
422,42,long_term,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),77,2017-01-27,rap,Migos,B,0.927,0.665,11,-5.313,1,0.244,0.061,0.0,0.12300000000000001,0.175,127.07600000000001,4
423,42,long_term,4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),77,2017-01-27,trap,Migos,B,0.927,0.665,11,-5.313,1,0.244,0.061,0.0,0.12300000000000001,0.175,127.07600000000001,4
424,43,long_term,4SLZDeEuyeOCHuCQAG8Pf0,BAE BAE,1,2015-05-01,k-pop,BIGBANG,C,0.687,0.63,0,-4.914,1,0.0401,0.0084,0.0,0.20800000000000002,0.402,140.011,2
425,43,long_term,4SLZDeEuyeOCHuCQAG8Pf0,BAE BAE,1,2015-05-01,k-pop boy group,BIGBANG,C,0.687,0.63,0,-4.914,1,0.0401,0.0084,0.0,0.20800000000000002,0.402,140.011,2
426,44,long_term,5fOeCKDtNGOPKBoYQoRHRL,"씨스루 (feat. Zion.T, 개코 of 다이나믹듀오)",0,2013-08-02,k-hop,Gaeko,C#,0.767,0.862,1,-3.647,1,0.126,0.28,0.0,0.122,0.848,114.036,2
427,44,long_term,5fOeCKDtNGOPKBoYQoRHRL,"씨스루 (feat. Zion.T, 개코 of 다이나믹듀오)",0,2013-08-02,korean r&b,Gaeko,C#,0.767,0.862,1,-3.647,1,0.126,0.28,0.0,0.122,0.848,114.036,2
428,45,long_term,2BxGUHYALj0a1Dxbj1Yw4Y,Broken Whiskey Glass,44,2016-12-09,dfw rap,Post Malone,C,0.512,0.6729999999999999,0,-7.359,1,0.0523,0.289,3.04e-06,0.126,0.11,99.84,3
429,45,long_term,2BxGUHYALj0a1Dxbj1Yw4Y,Broken Whiskey Glass,44,2016-12-09,melodic rap,Post Malone,C,0.512,0.6729999999999999,0,-7.359,1,0.0523,0.289,3.04e-06,0.126,0.11,99.84,3
430,45,long_term,2BxGUHYALj0a1Dxbj1Yw4Y,Broken Whiskey Glass,44,2016-12-09,rap,Post Malone,C,0.512,0.6729999999999999,0,-7.359,1,0.0523,0.289,3.04e-06,0.126,0.11,99.84,3
431,46,long_term,6ltPEsP4edATzvinHOzvk2,Still D.R.E.,19,1999-01-01,g funk,Dr. Dre,B,0.8140000000000001,0.779,11,-3.2710000000000004,1,0.235,0.175,0.000671,0.0605,0.544,93.43,5
432,46,long_term,6ltPEsP4edATzvinHOzvk2,Still D.R.E.,19,1999-01-01,gangster rap,Dr. Dre,B,0.8140000000000001,0.779,11,-3.2710000000000004,1,0.235,0.175,0.000671,0.0605,0.544,93.43,5
433,46,long_term,6ltPEsP4edATzvinHOzvk2,Still D.R.E.,19,1999-01-01,hip hop,Dr. Dre,B,0.8140000000000001,0.779,11,-3.2710000000000004,1,0.235,0.175,0.000671,0.0605,0.544,93.43,5
434,46,long_term,6ltPEsP4edATzvinHOzvk2,Still D.R.E.,19,1999-01-01,rap,Dr. Dre,B,0.8140000000000001,0.779,11,-3.2710000000000004,1,0.235,0.175,0.000671,0.0605,0.544,93.43,5
435,46,long_term,6ltPEsP4edATzvinHOzvk2,Still D.R.E.,19,1999-01-01,west coast rap,Dr. Dre,B,0.8140000000000001,0.779,11,-3.2710000000000004,1,0.235,0.175,0.000671,0.0605,0.544,93.43,5
436,47,long_term,0C5Vq3CfkQzVI6ybjYoM1c,"요지경 (feat. 슈프림팀, Yankie, Mellow)",0,2013-08-02,k-hop,Primary,G#,0.907,0.8640000000000001,8,-4.031000000000001,1,0.0753,0.0719,0.0,0.405,0.9620000000000001,122.056,4
437,47,long_term,0C5Vq3CfkQzVI6ybjYoM1c,"요지경 (feat. 슈프림팀, Yankie, Mellow)",0,2013-08-02,k-indie,Primary,G#,0.907,0.8640000000000001,8,-4.031000000000001,1,0.0753,0.0719,0.0,0.405,0.9620000000000001,122.056,4
438,47,long_term,0C5Vq3CfkQzVI6ybjYoM1c,"요지경 (feat. 슈프림팀, Yankie, Mellow)",0,2013-08-02,k-pop,Primary,G#,0.907,0.8640000000000001,8,-4.031000000000001,1,0.0753,0.0719,0.0,0.405,0.9620000000000001,122.056,4
439,47,long_term,0C5Vq3CfkQzVI6ybjYoM1c,"요지경 (feat. 슈프림팀, Yankie, Mellow)",0,2013-08-02,korean pop,Primary,G#,0.907,0.8640000000000001,8,-4.031000000000001,1,0.0753,0.0719,0.0,0.405,0.9620000000000001,122.056,4
440,48,long_term,3POMHYwwOaQZKpwQsQynkp,Mendelssohn: Violin Concerto in E Minor Op. 64: I. Allegro molto appassionato,34,1993-12-01,classical,Felix Mendelssohn,E,0.25,0.192,4,-18.889,0,0.0425,0.9329999999999999,0.0157,0.159,0.12300000000000001,100.736,2
441,48,long_term,3POMHYwwOaQZKpwQsQynkp,Mendelssohn: Violin Concerto in E Minor Op. 64: I. Allegro molto appassionato,34,1993-12-01,early romantic era,Felix Mendelssohn,E,0.25,0.192,4,-18.889,0,0.0425,0.9329999999999999,0.0157,0.159,0.12300000000000001,100.736,2
442,49,long_term,6W2tmkeuHKaedHhdTPnyVs,說好的幸福呢,60,2008-11-09,c-pop,Jay Chou,A,0.5429999999999999,0.473,9,-7.957999999999999,0,0.0282,0.345,0.0,0.134,0.24,117.61,3
443,49,long_term,6W2tmkeuHKaedHhdTPnyVs,說好的幸福呢,60,2008-11-09,mandopop,Jay Chou,A,0.5429999999999999,0.473,9,-7.957999999999999,0,0.0282,0.345,0.0,0.134,0.24,117.61,3
444,49,long_term,6W2tmkeuHKaedHhdTPnyVs,說好的幸福呢,60,2008-11-09,taiwan pop,Jay Chou,A,0.5429999999999999,0.473,9,-7.957999999999999,0,0.0282,0.345,0.0,0.134,0.24,117.61,3
445,50,long_term,7LyCtbxher5m97MImn5M3l,不該,62,2016-06-24,c-pop,Jay Chou,E,0.441,0.619,4,-6.609,1,0.0293,0.19,0.0,0.11800000000000001,0.187,75.027,3
446,50,long_term,7LyCtbxher5m97MImn5M3l,不該,62,2016-06-24,mandopop,Jay Chou,E,0.441,0.619,4,-6.609,1,0.0293,0.19,0.0,0.11800000000000001,0.187,75.027,3
447,50,long_term,7LyCtbxher5m97MImn5M3l,不該,62,2016-06-24,taiwan pop,Jay Chou,E,0.441,0.619,4,-6.609,1,0.0293,0.19,0.0,0.11800000000000001,0.187,75.027,3
